#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
269835	84988	79187	124414	122600	-	VLP27	PPP1R16A	FSD1	MYPT3	GLFND|MIR1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q96I34	-	NP_116291	Q9BTV5	M0R366	NP_077309|NP_001317358	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269836	84988	3620	124414	109832	-	-	PPP1R16A	IDO1	MYPT3	IDO|IDO-1|INDO	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q96I34	-	NP_116291	P14902	-	NP_002155	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269837	84988	51260	124414	119416	-	-	PPP1R16A	PBDC1	MYPT3	CXorf26	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q96I34	-	NP_116291	Q9BVG4	A6NDF3	NP_057584|NP_001287817	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269838	84988	9061	124414	114522	-	-	PPP1R16A	PAPSS1	MYPT3	ATPSK1|PAPSS|SK1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q96I34	-	NP_116291	O43252	Q6IAX6	NP_005434	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269839	84988	29085	124414	118854	-	RP11-216L13.10-005	PPP1R16A	PHPT1	MYPT3	CGI-202|HEL-S-132P|HSPC141|PHP14	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q96I34	-	NP_116291	Q9NRX4	V9HWC4	NP_054891|NP_001129333|NP_001274272|NP_001274271	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269840	84988	56963	124414	121284	-	-	PPP1R16A	RGMA	MYPT3	RGM	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q96I34	-	NP_116291	Q96B86	-	NP_001159760|NP_001159761|NP_064596|NP_001159755|NP_001159759|NP_001159758	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269841	84152	22839	123915	116513	-	RP5-977B1.6	PPP1R1B	DLGAP4	DARPP-32|DARPP32	DAP-4|DAP4|DLP4|SAPAP-4|SAPAP4	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9UD71	B3KVQ9|A0A024R1R3	NP_001229393|NP_852606|NP_115568	Q9Y2H0	-	NP_001035951|NP_892118|NP_055717	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269842	5511	1400	111503	107790	RP4-547C9.1	-	PPP1R8	CRMP1	ARD-1|ARD1|NIPP-1|NIPP1|PRO2047	CRMP-1|DPYSL1|DRP-1|DRP1|ULIP-3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q12972	Q6ICT4	NP_002704|NP_612568|NP_054829	Q14194	E9PD68|X5DNI1|Q96I11|B3KV96|B3KT07	NP_001304|NP_001014809|NP_001275591|NP_001275590	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269843	5511	9869	111503	115202	RP4-547C9.1	RP11-316M1.1	PPP1R8	SETDB1	ARD-1|ARD1|NIPP-1|NIPP1|PRO2047	ESET|H3-K9-HMTase4|KG1T|KMT1E|TDRD21	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q12972	Q6ICT4	NP_002704|NP_612568|NP_054829	Q15047	-	NP_001353346|NP_001353347|NP_001230420|NP_036564|NP_001138887	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269844	10084	11161	115393	116332	JM26	AD-011	PQBP1	C14orf1	MRX2|MRX55|MRXS3|MRXS8|NPW38|RENS1|SHS	ERG28|NET51	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	O60828	-	NP_652766|NP_001027553|NP_001027556|NP_001027555|NP_001027554|NP_001161462|NP_001161461|NP_001161464|NP_005701	Q9UKR5	Q86TW5|Q6FII3	NP_009107	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269845	25824	60492	117352	121923	SBBI10	CUA003	PRDX5	CCDC90B	ACR1|AOEB166|B166|HEL-S-55|PLP|PMP20|PRDX6|PRXV|prx-V	MDS011|MDS025	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P30044	-	NP_036226|NP_001345445|NP_857635|NP_857634	Q9GZT6	-	NP_001273046|NP_001273047|NP_001273045|NP_068597|NP_001273048|NP_001273049	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269846	25843	1400	117369	107790	CGI-95	-	MOB4	CRMP1	2C4D|MOB1|MOB3|MOBKL3|PHOCN|PREI3	CRMP-1|DPYSL1|DRP-1|DRP1|ULIP-3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9Y3A3	A0A024R3X9	NP_001094289|NP_001191023|NP_955776|NP_056202	Q14194	E9PD68|X5DNI1|Q96I11|B3KV96|B3KT07	NP_001304|NP_001014809|NP_001275591|NP_001275590	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269847	25843	8772	117369	114302	CGI-95	GIG3	MOB4	FADD	2C4D|MOB1|MOB3|MOBKL3|PHOCN|PREI3	MORT1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9Y3A3	A0A024R3X9	NP_001094289|NP_001191023|NP_955776|NP_056202	Q13158	-	NP_003815	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269848	25843	84246	117369	123974	CGI-95	L6	MOB4	MED10	2C4D|MOB1|MOB3|MOBKL3|PHOCN|PREI3	NUT2|TRG20	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9Y3A3	A0A024R3X9	NP_001094289|NP_001191023|NP_955776|NP_056202	Q9BTT4	-	NP_115662	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269849	25843	9842	117369	115178	CGI-95	-	MOB4	PLEKHM1	2C4D|MOB1|MOB3|MOBKL3|PHOCN|PREI3	AP162|B2|OPTB6	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9Y3A3	A0A024R3X9	NP_001094289|NP_001191023|NP_955776|NP_056202	Q9Y4G2	-	NP_055613	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269850	5553	84060	111544	123855	-	-	PRG2	RBM48	BMPG|MBP|MBP1	C7orf64|DKFZP564O0523|HSPC304	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P13727	-	NP_001289855|NP_001289856|NP_002719|NP_001230174	Q5RL73	-	NP_115496	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269851	5621	7917	111606	113647	RP5-1068H6.2	DADB-70P7.10-021	PRNP	BAG6	ASCR|AltPrP|CD230|CJD|GSS|KURU|PRIP|PrP|PrP27-30|PrP33-35C|PrPc|p27-30	BAG-6|BAT3|D6S52E|G3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P04156|F7VJQ1	Q53YK7	NP_001073592|NP_000302|NP_001073590|NP_001073591|NP_898902|NP_001258490	P46379	-	NP_001092004|NP_004630|NP_542434|NP_001186627|NP_001186626|NP_542433	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269852	380423	55041	98665	120370	-	-	psmd14	PLEKHB2	-	EVT2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	8355	9606	High Throughput	1.0	-	-	-	BIOGRID	-	Q7ZX92	NP_001080731	Q96CS7	A0A024QZ35	NP_001253991|NP_001253996|NP_060428|NP_001296380|NP_001296381|NP_001253992|NP_001253993|NP_001094093|NP_001253994|NP_001253997|NP_001296377|NP_001253995	-	-	-	-	-	-	Xenopus laevis	Homo sapiens
269853	10197	506	115492	106994	-	-	PSME3	ATP5B	HEL-S-283|Ki|PA28-gamma|PA28G|PA28gamma|REG-GAMMA	ATPMB|ATPSB|HEL-S-271	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P61289	Q6MZZ1|V9HWJ8|A0A024R203	NP_001317158|NP_789839|NP_005780|NP_001253974	P06576	V9HW31	NP_001677	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269854	10197	11033	115492	116222	-	-	PSME3	ADAP1	HEL-S-283|Ki|PA28-gamma|PA28G|PA28gamma|REG-GAMMA	CENTA1|GCS1L|p42IP4	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P61289	Q6MZZ1|V9HWJ8|A0A024R203	NP_001317158|NP_789839|NP_005780|NP_001253974	O75689	A8K3A2|B4DUZ7	NP_006860|NP_001271240|NP_001271238|NP_001271237|NP_001271239	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269855	10197	10197	115492	115492	-	-	PSME3	PSME3	HEL-S-283|Ki|PA28-gamma|PA28G|PA28gamma|REG-GAMMA	HEL-S-283|Ki|PA28-gamma|PA28G|PA28gamma|REG-GAMMA	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P61289	Q6MZZ1|V9HWJ8|A0A024R203	NP_001317158|NP_789839|NP_005780|NP_001253974	P61289	Q6MZZ1|V9HWJ8|A0A024R203	NP_001317158|NP_789839|NP_005780|NP_001253974	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269856	55269	55791	120558	120905	RP11-523H24.2	RP11-96K19.1	PSPC1	LRIF1	PSP1	C1orf103|RIF1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q8WXF1	B4DWI8	NP_001350589|NP_001341837|NP_001341838|NP_001035879	Q5T3J3	-	NP_060842|NP_001006946	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269857	29789	10419	118917	115688	PTD004	-	OLA1	PRMT5	DOC45|GBP45|GTBP9|GTPBP9	HRMT1L5|IBP72|JBP1|SKB1|SKB1Hs	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9NTK5	-	NP_001011708|NP_037473|NP_001315617	O14744	B4DV00	NP_001034708|NP_001269883|NP_001269882|NP_001269885|NP_001269884|NP_006100	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269858	5728	10813	111700	116026	-	RP4-537K23.16-001	PTEN	UTP14A	10q23del|BZS|CWS1|DEC|GLM2|MHAM|MMAC1|PTEN1|TEP1	NYCO16|SDCCAG16|dJ537K23.3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P60484	F6KD01	NP_001291646|NP_000305	Q9BVJ6	-	NP_006640|NP_001159693	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269859	11344	1114	116472	107539	MSTP011	-	TWF2	CHGB	A6RP|A6r|PTK9L	SCG1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q6IBS0	-	NP_009215	P05060	-	NP_001810	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269860	53635	2039	119792	108353	PP642	-	PTOV1	DMTN	ACID2|PTOV-1	DMT|EPB49	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q86YD1	-	NP_001292037|NP_001292034|NP_059128|NP_001351676|NP_001351677|NP_001351674|NP_001351678|NP_001351679	Q08495	B4DI75	NP_001289745|NP_001289746|NP_001310314|NP_001310316|NP_001310317|NP_001107608|NP_001107609|NP_001310312|NP_001310313|NP_001310310|NP_001310311|NP_001310330|NP_001107607|NP_001310318|NP_001310319|NP_001310323|NP_001310322|NP_001969|NP_001310329|NP_001310328|NP_001107611|NP_001107610|NP_001310307|NP_001310309|NP_001310308|NP_001310321|NP_001310320|NP_001310327|NP_001310326|NP_001310325|NP_001310324	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269861	53635	5300	119792	111317	PP642	-	PTOV1	PIN1	ACID2|PTOV-1	DOD|UBL5	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q86YD1	-	NP_001292037|NP_001292034|NP_059128|NP_001351676|NP_001351677|NP_001351674|NP_001351678|NP_001351679	Q13526	-	NP_006212	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269862	53635	6709	119792	112587	PP642	-	PTOV1	SPTAN1	ACID2|PTOV-1	EIEE5|NEAS|SPTA2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q86YD1	-	NP_001292037|NP_001292034|NP_059128|NP_001351676|NP_001351677|NP_001351674|NP_001351678|NP_001351679	Q13813	-	NP_001182461|NP_001362239|NP_001350688|NP_001123910|NP_001350694|NP_001362241|NP_001362240|NP_001362243|NP_001362242|NP_001362247|NP_003118	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269863	5775	23140	111741	116757	-	-	PTPN4	ZZEF1	MEG|PTPMEG|PTPMEG1	ZZZ4	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P29074	A0A024RAE8	NP_002821	O43149	-	NP_055928	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269864	5790	1915	111754	108237	-	RP11-505P4.2	PTPRCAP	EEF1A1	CD45-AP|LPAP	CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|GRAF-1EF|HNGC:16303|LENG7|PTI1|eEF1A-1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q14761	-	NP_005599	P68104	Q6IPS9	NP_001393	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269865	5822	10040	111780	115352	-	-	PWP2	TOM1L1	EHOC-17|PWP2H|UTP1	OK/KNS-CL.3|SRCASM	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q15269	-	NP_005040	O75674	B7Z9E2	NP_001308102|NP_001308103|NP_005477|NP_001308104|NP_001308105	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269866	79434	6721	249465	112599	-	CTA-250D10.14-005	Rab11b	SREBF2	-	SREBP-2|SREBP2|bHLHd2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	10116	9606	High Throughput	1.0	-	-	-	BIOGRID	O35509	-	NP_116006	Q12772	A0A024R1Q0	NP_004590	-	-	-	-	-	-	Rattus norvegicus	Homo sapiens
269867	22931	5147	116591	111173	RP11-148B2.1	-	RAB18	PDE6D	RAB18LI1|WARBM3	JBTS22|PDED	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q9NP72	A0A087X163|B7Z5V3|B7Z4P9	NP_067075|NP_001243340|NP_001243341|NP_001243339|NP_001243344	O43924	B8ZZK5|Q6IB24	NP_002592|NP_001277947	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269868	5861	826	111799	107276	-	-	RAB1A	CAPNS1	RAB1|YPT1	CALPAIN4|CANP|CANPS|CAPN4|CDPS|CSS1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P62820	B7Z8M7|Q5U0I6	NP_004152|NP_056358	P04632	-	NP_001003962|NP_001740|NP_001289561|NP_001289562	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269869	5861	1385	111799	107775	-	-	RAB1A	CREB1	RAB1|YPT1	CREB	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P62820	B7Z8M7|Q5U0I6	NP_004152|NP_056358	P16220	Q5U0J5|Q53X93	NP_004370|NP_001358356|NP_001358357|NP_001358355|NP_604391|NP_001307722	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269870	5861	6624	111799	112508	-	-	RAB1A	FSCN1	RAB1|YPT1	FAN1|HSN|SNL|p55	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P62820	B7Z8M7|Q5U0I6	NP_004152|NP_056358	Q16658	B3KTA3	NP_003079	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269871	5861	3096	111799	109343	-	RP3-451B15.2	RAB1A	HIVEP1	RAB1|YPT1	CIRIP|CRYBP1|GAAP|MBP-1|PRDII-BF1|Schnurri-1|ZAS1|ZNF40|ZNF40A	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P62820	B7Z8M7|Q5U0I6	NP_004152|NP_056358	P15822	-	NP_002105	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269872	5861	23539	111799	117083	-	RP5-1039K5.14-003	RAB1A	SLC16A8	RAB1|YPT1	MCT3|REMP	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P62820	B7Z8M7|Q5U0I6	NP_004152|NP_056358	O95907	-	NP_037488	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269873	5861	79735	111799	122849	-	-	RAB1A	TBC1D17	RAB1|YPT1	-	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P62820	B7Z8M7|Q5U0I6	NP_004152|NP_056358	Q9HA65	-	NP_001161694|NP_078958	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269874	5873	1915	111811	108237	-	RP11-505P4.2	RAB27A	EEF1A1	GS2|HsT18676|RAB27|RAM	CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|GRAF-1EF|HNGC:16303|LENG7|PTI1|eEF1A-1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P51159	A2RU94	NP_899057|NP_899059|NP_004571|NP_899058	P68104	Q6IPS9	NP_001393	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269875	5873	7704	111811	113498	-	-	RAB27A	ZBTB16	GS2|HsT18676|RAB27|RAM	PLZF|ZNF145	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P51159	A2RU94	NP_899057|NP_899059|NP_004571|NP_899058	Q05516	A0A024R3C6	NP_001018011|NP_005997	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269876	5863	60492	111801	121923	DADB-159G18.6	CUA003	RGL2	CCDC90B	HKE1.5|KE1.5|RAB2L	MDS011|MDS025	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	O15211	A0A024RCS9	NP_004752|NP_001230667	Q9GZT6	-	NP_001273046|NP_001273047|NP_001273045|NP_068597|NP_001273048|NP_001273049	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269877	11021	874	116211	107320	-	-	RAB35	CBR3	H-ray|RAB1C|RAY	HEL-S-25|SDR21C2|hCBR3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q15286	-	NP_001161078|NP_006852	O75828	V9HW40	NP_001227	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269878	11021	9519	116211	114896	-	RP1-73H22.1	RAB35	TBPL1	H-ray|RAB1C|RAY	MGC:8389|MGC:9620|STUD|TLF|TLP|TRF2	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q15286	-	NP_001161078|NP_006852	P62380	-	NP_004856|NP_001240605	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269879	5867	7157	111805	113010	-	-	RAB4A	TP53	HRES-1|HRES-1/RAB4|HRES1|RAB4	BCC7|LFS1|P53|TRP53	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P20338	A0A024R3U9|A0A087WYT5	NP_004569|NP_001258927	P04637	H2EHT1|A0A087WT22|A0A087WXZ1|Q53GA5|A0A087X1Q1|K7PPA8	NP_001119586|NP_001119590|NP_001119584|NP_000537|NP_001263627|NP_001263626|NP_001263625|NP_001119588|NP_001263628|NP_001119587|NP_001263624|NP_001119585|NP_001263690|NP_001119589|NP_001263689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269880	4218	7917	110382	113647	-	DADB-70P7.10-021	RAB8A	BAG6	MEL|RAB8	BAG-6|BAT3|D6S52E|G3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P61006	A0A024R7I3	NP_005361	P46379	-	NP_001092004|NP_004630|NP_542434|NP_001186627|NP_001186626|NP_542433	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269881	5877	10542	111815	115796	-	-	RABIF	LAMTOR5	MSS4|RASGFR3|RASGRF3	HBXIP|XIP	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P47224	Q53EV1	NP_002862	O43504	-	NP_006393	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269882	5909	84206	111844	123945	RP11-63N8.1	-	RAP1GAP	MEX3B	RAP1GA1|RAP1GAP1|RAP1GAPII|RAPGAP	MEX-3B|RKHD3|RNF195	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P47736	A0A024RAB5	NP_001139129|NP_001139130|NP_002876	Q6ZN04	-	NP_115622	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269883	5909	5217	111844	111238	RP11-63N8.1	-	RAP1GAP	PFN2	RAP1GA1|RAP1GAP1|RAP1GAPII|RAPGAP	D3S1319E|PFL	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P47736	A0A024RAB5	NP_001139129|NP_001139130|NP_002876	P35080	-	NP_002619|NP_444252	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269884	10235	57540	115529	121599	-	hCG_24779	RASGRP2	PTCHD2	CALDAG-GEFI|CDC25L	DISP3	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q7LDG7	-	NP_001092140|NP_722541|NP_001092141	Q9P2K9	-	NP_065831	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269885	5928	2547	111863	108822	-	CTA-216E10.7	RBBP4	XRCC6	NURF55|RBAP48|lin-53	CTC75|CTCBF|G22P1|KU70|ML8|TLAA	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q09028	-	NP_001128728|NP_005601|NP_001128727	P12956	B1AHC9|A0A024R1N4|B4DE32|B4E356	NP_001460|NP_001275905|NP_001275907|NP_001275906	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269886	7936	9341	113662	114747	DADB-122G4.4	-	NELFE	VAMP3	D6S45|NELF-E|RD|RDBP|RDP	CEB	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	P18615	-	NP_002895	Q15836	Q6FGG2	NP_004772	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269887	9400	11325	114797	116454	-	-	RECQL5	DDX42	RECQ5	DDX42P|RHELP|RNAHP|SF3B8|SF3b125	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	O94762	Q8WYH5|A0A024R8S8|A0A024R8M9|B3KQK2	NP_001003716|NP_001003715|NP_004250	Q86XP3	-	NP_031398|NP_987095	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269888	9400	23421	114797	116992	-	-	RECQL5	ITGB3BP	RECQ5	CENP-R|CENPR|HSU37139|NRIF3|TAP20	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	O94762	Q8WYH5|A0A024R8S8|A0A024R8M9|B3KQK2	NP_001003716|NP_001003715|NP_004250	Q13352	-	NP_055103|NP_001193668	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269889	9400	9479	114797	114864	-	-	RECQL5	MAPK8IP1	RECQ5	IB1|JIP-1|JIP1|PRKM8IP	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	O94762	Q8WYH5|A0A024R8S8|A0A024R8M9|B3KQK2	NP_001003716|NP_001003715|NP_004250	Q9UQF2	E9PBB9|Q6NUQ9	NP_005447	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269890	9400	9788	114797	115132	-	-	RECQL5	MTSS1	RECQ5	MIM|MIMA|MIMB	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	O94762	Q8WYH5|A0A024R8S8|A0A024R8M9|B3KQK2	NP_001003716|NP_001003715|NP_004250	O43312	A5YM41	NP_001269900|NP_055566|NP_001269903	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269891	11079	10989	116262	116185	RP4-740C4.2	PIG4	RER1	IMMT	-	HMP|MINOS2|P87|P87/89|P89|PIG52	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	O15258	Q5T094	NP_008964	Q16891	-	NP_001093640|NP_006830|NP_001093639	-	-	-	-	-	-	Homo sapiens	Homo sapiens
269892	5996	7786	111928	113566	-	-	RGS1	MAP3K12	1R20|BL34|HEL-S-87|IER1|IR20	DLK|MEKK12|MUK|ZPK|ZPKP1	Two-hybrid	physical	Stelzl U (2005)	PUBMED:16169070	9606	9606	High Throughput	1.0	-	-	-	BIOGRID	Q08116	A0A024R945	NP_002913	Q12852	A0A024RAY5	NP_001180440|NP_006292	-	-	-	-	-	-	Homo sapiens	Homo sapiens
